Referencia,Fecha Alta,Tipo,Operación,Departamento,Area (m2),Precio Venta/Alquiler,Fecha Venta,Vendedor
1170,42790,Local,Alquiler,Meta,165,74448000,42953,Jesús
1171,42790,Oficina,Venta,Meta,120,64728000,42980,Jesús
1172,42790,Oficina,Venta,Norte de Santander,188,169764000,42951,Luisa
1173,42791,Local,Venta,Boyacá,83,46330600,42982,María
1174,42792,apartamento,Venta,Boyacá,72,32234400,42950,María
1175,42792,Local,Alquiler,Norte de Santander,62,48459200,43017,María
1176,42792,Casa,Venta,Cundinamarca,133,130512900,43091,Joaquín
1177,42793,lote,Alquiler,Boyacá,77,71163400,43049,Jesús
1178,42793,parqueadero,Venta,Meta,219,146861400,43018,Pedro
1179,42793,Casa,Venta,Cundinamarca,91,78059800,43046,Jesús
1180,42794,Oficina,Alquiler,Cundinamarca,70,35427000,43057,Jesús
1181,42794,Casa,Alquiler,Cundinamarca,45,42579000,43116,María
1182,42795,lote,Venta,Norte de Santander,177,120324600,43151,Carmen
1183,42795,parqueadero,Alquiler,Norte de Santander,45,36054000,42980,María
1184,42795,Oficina,Alquiler,Boyacá,94,63995200,43004,Luisa
1185,42796,apartamento,Venta,Cundinamarca,236,138838800,43135,Joaquín
1186,42797,Casa,Alquiler,Norte de Santander,151,75620800,43144,Luisa
1187,42797,Industrial,Alquiler,Norte de Santander,50,44230000,42916,María
1188,42797,parqueadero,Alquiler,Norte de Santander,93,37581300,42928,Pedro
1189,42797,apartamento,Alquiler,Cundinamarca,255,147160500,43019,Carmen
1190,42797,parqueadero,Venta,Norte de Santander,153,140163300,42992,Carmen
1191,42797,Industrial,Venta,Cundinamarca,142,125627400,42937,Pedro
1192,42798,Casa,Alquiler,Norte de Santander,235,205531000,43103,Jesús
1193,42798,Casa,Alquiler,Cundinamarca,239,132023600,42950,Carmen
1194,42798,Casa,Alquiler,Meta,191,96970700,43074,Pedro
1195,42798,apartamento,Alquiler,Norte de Santander,92,74336000,42958,Pedro
1196,42799,lote,Venta,Norte de Santander,124,61404800,42929,Joaquín
1197,42800,lote,Venta,Meta,57,23335800,43087,Luisa
1198,42800,apartamento,Venta,Cundinamarca,98,91737800,43075,Pedro
1199,42800,Oficina,Alquiler,Cundinamarca,42,23574600,42941,Joaquín
1200,42800,Local,Venta,Cundinamarca,60,47460000,43009,Luisa
1201,42801,lote,Venta,Meta,54,29835000,42900,Carmen
1202,42801,lote,Alquiler,Meta,139,110004600,42975,María
1203,42801,Industrial,Venta,Boyacá,237,101317500,43110,Pedro
1204,42801,Oficina,Venta,Cundinamarca,255,215143500,42973,Pedro
1205,42801,Local,Venta,Cundinamarca,213,210507900,42941,Joaquín
1206,42801,lote,Venta,Cundinamarca,117,95331600,43096,María
1207,42801,Oficina,Venta,Meta,250,153100000,43140,Joaquín
1208,42802,lote,Alquiler,Norte de Santander,236,144951200,43136,Joaquín
1209,42802,apartamento,Alquiler,Norte de Santander,91,39585000,43079,Carmen
1210,42803,lote,Alquiler,Boyacá,247,150447700,43103,Jesús
1211,42803,Local,Venta,Boyacá,229,93569400,43026,Jesús
1212,42804,Casa,Venta,Cundinamarca,143,124696000,43006,Carmen
1213,42804,Casa,Venta,Meta,154,123800600,42982,María
1214,42804,Casa,Alquiler,Norte de Santander,145,65569000,42894,María
1215,42804,apartamento,Alquiler,Boyacá,42,29337000,42967,Pedro
1216,42804,apartamento,Alquiler,Boyacá,281,268804600,43032,Luisa
1217,42805,Casa,Venta,Cundinamarca,184,183080000,43125,Pedro
1218,42805,apartamento,Venta,Norte de Santander,241,172941600,42996,Carmen
1219,42805,lote,Venta,Cundinamarca,251,223465300,42948,Luisa
1220,42806,parqueadero,Venta,Meta,90,43848000,43031,Joaquín
1221,42806,Local,Alquiler,Cundinamarca,269,203229500,43066,Joaquín
1222,42806,apartamento,Alquiler,Meta,245,137788000,42926,Joaquín
1223,42806,parqueadero,Venta,Norte de Santander,181,180547500,42896,María
1224,42807,parqueadero,Venta,Meta,124,107074000,43091,Carmen
1225,42808,parqueadero,Venta,Norte de Santander,164,78506800,43122,Jesús
1226,42808,apartamento,Venta,Boyacá,291,149719500,42964,María
1227,42808,Industrial,Alquiler,Norte de Santander,164,152684000,43028,María
1228,42808,apartamento,Alquiler,Meta,188,99658800,42906,Carmen
1229,42808,lote,Alquiler,Meta,79,45164300,43115,María
1230,42809,lote,Venta,Norte de Santander,268,242272000,43066,Carmen
1231,42810,lote,Venta,Cundinamarca,130,129298000,43050,Luisa
1232,42810,Local,Alquiler,Cundinamarca,138,94957800,43148,María
1233,42811,parqueadero,Venta,Boyacá,88,82077600,42967,Carmen
1234,42811,Local,Venta,Boyacá,116,84888800,42942,Jesús
1235,42812,apartamento,Venta,Boyacá,233,167317300,42914,Joaquín
1236,42812,Oficina,Venta,Cundinamarca,116,84123200,43118,María
1237,42813,Casa,Alquiler,Boyacá,55,37609000,43158,Joaquín
1238,42813,Casa,Venta,Norte de Santander,192,82060800,42944,Luisa
1239,42813,Casa,Venta,Boyacá,149,83961500,43013,María
1240,42813,Industrial,Alquiler,Boyacá,285,256243500,42906,Carmen
1241,42813,Local,Alquiler,Meta,88,63060800,43086,Joaquín
1242,42814,apartamento,Alquiler,Norte de Santander,100,48420000,43008,Pedro
1243,42814,Industrial,Alquiler,Norte de Santander,52,26951600,42968,Carmen
1244,42814,Oficina,Alquiler,Cundinamarca,274,115271800,42947,Pedro
1245,42814,parqueadero,Venta,Norte de Santander,276,147742800,43062,María
1246,42815,parqueadero,Venta,Cundinamarca,68,36713200,42978,Joaquín
1247,42816,Industrial,Venta,Cundinamarca,268,155788400,43078,Luisa
1248,42816,apartamento,Alquiler,Meta,182,85103200,43102,Carmen
1249,42816,parqueadero,Alquiler,Cundinamarca,99,50014800,42956,Joaquín
1250,42817,apartamento,Venta,Norte de Santander,163,136284300,43131,Luisa
1251,42817,Local,Alquiler,Cundinamarca,150,73035000,42914,Carmen
1252,42817,Oficina,Venta,Cundinamarca,126,86763600,43041,Luisa
1253,42817,Industrial,Alquiler,Cundinamarca,71,45972500,43126,Joaquín
1254,42818,Industrial,Venta,Cundinamarca,127,75780900,43151,Luisa
1255,42818,Casa,Venta,Norte de Santander,40,35436000,43024,Carmen
1256,42818,apartamento,Venta,Norte de Santander,168,162019200,43017,María
1257,42819,parqueadero,Venta,Norte de Santander,117,114952500,43158,Pedro
1258,42819,Casa,Alquiler,Meta,241,124886200,42969,Jesús
1259,42819,Industrial,Venta,Meta,180,149526000,43042,Luisa
1260,42820,Industrial,Venta,Cundinamarca,91,48584900,42940,Pedro
1261,42820,lote,Alquiler,Meta,187,119493000,43139,Jesús
1262,42820,Industrial,Alquiler,Cundinamarca,68,52509600,42974,Joaquín
1263,42821,Casa,Venta,Meta,196,84946400,43185,Jesús
1264,42822,Oficina,Alquiler,Meta,186,184307400,43012,Pedro
1265,42822,lote,Alquiler,Cundinamarca,67,62732100,42928,Joaquín
1266,42822,Oficina,Venta,Meta,57,36326100,42940,Joaquín
1267,42823,parqueadero,Venta,Boyacá,40,34972000,43145,Luisa
1268,42824,Industrial,Alquiler,Norte de Santander,167,119104400,43189,Joaquín
1269,42824,apartamento,Venta,Cundinamarca,138,130768800,43142,María
1270,42824,Casa,Alquiler,Cundinamarca,88,53178400,43111,Joaquín
1271,42824,parqueadero,Venta,Meta,196,173087600,42928,Luisa
1272,42824,lote,Alquiler,Norte de Santander,216,150098400,43031,Joaquín
1273,42825,apartamento,Venta,Norte de Santander,283,159923300,43043,Pedro
1274,42825,apartamento,Venta,Boyacá,189,182177100,42925,Pedro
1275,42826,apartamento,Alquiler,Meta,278,175418000,43072,Luisa
1276,42827,Industrial,Alquiler,Boyacá,222,161727000,43073,Luisa
1277,42827,Industrial,Alquiler,Boyacá,285,223269000,43129,María
1278,42827,apartamento,Alquiler,Boyacá,132,104002800,43056,María
1279,42827,lote,Venta,Boyacá,124,80488400,42940,Carmen
1280,42828,Industrial,Alquiler,Boyacá,285,193800000,43004,Joaquín
1281,42829,apartamento,Venta,Norte de Santander,176,100460800,43106,Jesús
1282,42829,Casa,Venta,Meta,102,52091400,42933,Jesús
1283,42829,Local,Alquiler,Norte de Santander,179,81266000,43039,Jesús
1284,42830,lote,Alquiler,Meta,75,40087500,42973,Joaquín
1285,42830,apartamento,Alquiler,Norte de Santander,72,68234400,42973,Pedro
1286,42830,parqueadero,Alquiler,Norte de Santander,297,287228700,42994,Luisa
1287,42830,lote,Venta,Cundinamarca,194,161233400,42999,Jesús
1288,42830,Casa,Alquiler,Meta,244,241364800,43106,María
1289,42830,Casa,Alquiler,Meta,259,185780700,43046,Luisa
1290,42830,Casa,Alquiler,Boyacá,175,156012500,42937,Luisa
1291,42831,Industrial,Venta,Meta,131,127332000,43069,Joaquín
1292,42831,Industrial,Alquiler,Boyacá,170,156672000,42980,Pedro
1293,42831,Industrial,Venta,Meta,230,180665000,43069,Pedro
1294,42832,Local,Venta,Cundinamarca,102,48031800,43112,Joaquín
1295,42832,Oficina,Alquiler,Norte de Santander,214,89922800,43093,Luisa
1296,42832,Oficina,Venta,Boyacá,89,71627200,42978,Carmen
1297,42832,Industrial,Venta,Norte de Santander,230,175145000,42923,Jesús
1298,42833,Industrial,Venta,Cundinamarca,248,117948800,43095,Jesús
1299,42834,Local,Venta,Norte de Santander,290,170259000,43199,Pedro
1300,42834,lote,Venta,Cundinamarca,71,30970200,42956,Carmen
1301,42835,lote,Venta,Meta,299,253133400,43087,Carmen
1302,42836,Casa,Venta,Norte de Santander,288,237139200,43056,Luisa
1303,42836,lote,Venta,Meta,130,65702000,43120,Pedro
1304,42838,Industrial,Venta,Meta,102,62730000,43187,Pedro
1305,42839,Oficina,Venta,Meta,91,77814100,42993,Jesús
1306,42839,Casa,Venta,Cundinamarca,274,222981200,42973,María
1307,42840,Industrial,Venta,Norte de Santander,264,258931200,42936,Pedro
1308,42840,parqueadero,Venta,Boyacá,149,100470700,43118,Joaquín
1309,42840,parqueadero,Alquiler,Boyacá,99,57420000,42994,Pedro
1310,42840,Casa,Alquiler,Boyacá,267,151762800,43145,Carmen
1311,42840,Casa,Alquiler,Norte de Santander,185,105968000,42930,Pedro
1312,42841,Oficina,Venta,Norte de Santander,180,152388000,43050,Jesús
1313,42841,apartamento,Alquiler,Boyacá,165,92119500,43013,Luisa
1314,42842,Local,Alquiler,Meta,142,120586400,43136,Luisa
1315,42842,parqueadero,Alquiler,Boyacá,116,103541600,43132,María
1316,42842,apartamento,Alquiler,Cundinamarca,223,179581900,42977,Luisa
1317,42842,Oficina,Venta,Meta,93,37599900,43112,Pedro
1318,42842,Casa,Alquiler,Meta,275,154385000,43090,María
1319,42843,Casa,Alquiler,Boyacá,281,172758800,43197,Luisa
1320,42843,apartamento,Alquiler,Norte de Santander,164,84148400,43197,María
1321,42843,Local,Alquiler,Norte de Santander,271,247856600,42937,Pedro
1322,42843,Local,Venta,Boyacá,245,239683500,42965,Joaquín
1323,42844,apartamento,Alquiler,Boyacá,84,43176000,43199,Carmen
1324,42844,Oficina,Venta,Norte de Santander,48,45441600,43003,Pedro
1325,42844,apartamento,Alquiler,Cundinamarca,73,56312200,43033,Carmen
1326,42844,Industrial,Alquiler,Cundinamarca,152,65147200,42991,Carmen
1327,42844,Industrial,Venta,Cundinamarca,43,28152100,43035,Jesús
1328,42845,parqueadero,Alquiler,Cundinamarca,273,230603100,43003,Carmen
1329,42845,Oficina,Venta,Norte de Santander,182,136736600,42937,Carmen
1330,42845,Casa,Alquiler,Boyacá,263,209479500,43143,Carmen
1331,42846,apartamento,Venta,Meta,176,143563200,43169,Luisa
1332,42846,parqueadero,Alquiler,Meta,281,161912200,43004,Luisa
1333,42846,Industrial,Venta,Meta,42,28795200,43101,Carmen
1334,42846,lote,Alquiler,Boyacá,79,70562800,43156,Luisa
1335,42847,Local,Venta,Meta,229,95493000,42962,María
1336,42847,Industrial,Alquiler,Meta,266,258312600,43071,Pedro
1337,42848,Local,Alquiler,Norte de Santander,69,49397100,42983,María
1338,42849,Oficina,Venta,Norte de Santander,40,16392000,43199,Carmen
1339,42849,Oficina,Alquiler,Meta,77,71679300,43156,Pedro
1340,42849,Oficina,Venta,Meta,172,103354800,43101,Carmen
1341,42850,Local,Venta,Norte de Santander,132,100768800,43095,Luisa
1342,42850,parqueadero,Venta,Cundinamarca,194,169866400,43179,Carmen
1343,42850,lote,Alquiler,Cundinamarca,269,229214900,43122,Carmen
1344,42850,parqueadero,Venta,Meta,285,150024000,42967,Carmen
1345,42850,lote,Alquiler,Boyacá,51,37015800,43211,Jesús
1346,42850,Local,Alquiler,Cundinamarca,50,33365000,43085,Carmen
1347,42851,Local,Venta,Cundinamarca,115,95001500,43004,Pedro
1348,42851,Casa,Venta,Boyacá,201,185000400,43115,Joaquín
1349,42851,Casa,Venta,Cundinamarca,102,89270400,43122,Joaquín
1350,42851,lote,Alquiler,Norte de Santander,98,42571200,43182,Pedro
1351,42851,apartamento,Venta,Meta,59,50504000,42986,Carmen
1352,42852,apartamento,Venta,Norte de Santander,189,106463700,43068,Jesús
1353,42852,Industrial,Alquiler,Cundinamarca,269,170250100,43079,Luisa
1354,42853,Industrial,Venta,Cundinamarca,242,241806400,43032,Jesús
1355,42853,apartamento,Alquiler,Meta,158,88622200,43214,Luisa
1356,42853,lote,Venta,Cundinamarca,161,142130800,43051,Pedro
1357,42853,Local,Venta,Boyacá,285,182742000,43137,Luisa
1358,42854,Local,Venta,Meta,274,247449400,43184,Carmen
1359,42854,parqueadero,Venta,Meta,256,105932800,43207,Jesús
1360,42854,parqueadero,Venta,Meta,196,120148000,42996,María
1361,42855,Local,Venta,Meta,186,117961200,43014,Carmen
1362,42855,Oficina,Alquiler,Meta,172,144118800,43202,Luisa
1363,42855,Casa,Venta,Norte de Santander,157,72957900,43101,Joaquín
1364,42856,Industrial,Venta,Boyacá,82,78351000,43144,Joaquín
1365,42856,Casa,Venta,Norte de Santander,65,35015500,43053,María
1366,42856,lote,Venta,Meta,104,85072000,43187,Pedro
1367,42857,lote,Alquiler,Norte de Santander,81,56748600,43126,María
1368,42857,Oficina,Venta,Meta,45,18310500,43075,Joaquín
1369,42857,parqueadero,Alquiler,Boyacá,128,97638400,43209,Joaquín
1370,42857,Oficina,Alquiler,Boyacá,240,127080000,43215,Luisa
1371,42858,Casa,Alquiler,Cundinamarca,77,40625200,43156,María
1372,42859,Industrial,Venta,Cundinamarca,286,263377400,42979,Carmen
1373,42859,lote,Venta,Boyacá,224,221132800,43154,Pedro
1374,42859,Local,Venta,Cundinamarca,214,128721000,43090,Joaquín
1375,42859,Casa,Venta,Norte de Santander,175,136395000,42989,Jesús
1376,42859,Casa,Venta,Boyacá,104,60912800,43096,María
1377,42860,Industrial,Venta,Meta,128,83200000,43014,Luisa
1378,42860,Oficina,Alquiler,Meta,186,154342800,42972,Pedro
1379,42861,parqueadero,Alquiler,Cundinamarca,119,101352300,42964,Joaquín
1380,42861,Industrial,Venta,Norte de Santander,192,95846400,42960,Jesús
1381,42861,lote,Alquiler,Boyacá,94,90221200,43220,Jesús
1382,42861,parqueadero,Venta,Meta,248,135209600,43173,Jesús
1383,42861,Industrial,Venta,Norte de Santander,167,81479300,43158,Luisa
1384,42862,Oficina,Alquiler,Boyacá,101,63458300,43211,María
1385,42863,parqueadero,Venta,Cundinamarca,258,206606400,43064,María
1386,42863,Casa,Alquiler,Cundinamarca,245,124460000,43103,Luisa
1387,42863,Oficina,Alquiler,Boyacá,141,84318000,43094,Carmen
1388,42863,Casa,Venta,Norte de Santander,270,228852000,43041,Joaquín
1389,42863,parqueadero,Venta,Norte de Santander,203,189277200,43185,María
1390,42864,Oficina,Venta,Boyacá,111,92474100,43174,Carmen
1391,42864,Industrial,Alquiler,Norte de Santander,160,80464000,43193,Carmen
1392,42864,lote,Alquiler,Norte de Santander,235,104692500,43074,Carmen
1393,42864,Oficina,Venta,Meta,44,30575600,43041,Carmen
1394,42864,Casa,Venta,Cundinamarca,254,201193400,43163,Jesús
1395,42865,Local,Venta,Norte de Santander,252,192326400,42999,Carmen
1396,42865,Industrial,Alquiler,Boyacá,292,117705200,43220,Jesús
1397,42865,Local,Alquiler,Boyacá,223,162321700,42959,Luisa
1398,42865,Oficina,Alquiler,Cundinamarca,107,89901400,43199,María
1399,42866,Oficina,Venta,Norte de Santander,166,80476800,43073,María
1400,42868,lote,Venta,Boyacá,190,167010000,43049,María
1401,42868,Casa,Venta,Cundinamarca,280,234920000,43203,Pedro
1402,42868,Industrial,Venta,Meta,155,113305000,43159,Pedro
1403,42869,lote,Alquiler,Norte de Santander,254,241757200,42998,María
1404,42870,Local,Venta,Cundinamarca,188,145342800,42992,Joaquín
1405,42870,parqueadero,Venta,Norte de Santander,71,49316600,43077,Joaquín
1406,42870,parqueadero,Venta,Cundinamarca,163,153122200,43036,Joaquín
1407,42871,Oficina,Venta,Meta,233,186400000,43075,Luisa
1408,42871,parqueadero,Venta,Cundinamarca,185,138435500,43054,Luisa
1409,42871,Industrial,Venta,Boyacá,206,173369600,42994,Pedro
1410,42873,Oficina,Venta,Meta,80,66200000,43198,Carmen
1411,42873,apartamento,Alquiler,Meta,119,99948100,42986,María
1412,42873,Industrial,Alquiler,Norte de Santander,233,212018700,43155,Jesús
1413,42873,Oficina,Venta,Cundinamarca,159,74284800,43020,Joaquín
1414,42876,apartamento,Alquiler,Meta,209,120676600,43048,Joaquín
1415,42876,lote,Alquiler,Cundinamarca,179,89696900,42992,Carmen
1416,42876,Casa,Alquiler,Cundinamarca,97,83439400,43240,Jesús
1417,42876,apartamento,Venta,Meta,262,113786600,43031,Joaquín
1418,42876,apartamento,Alquiler,Meta,87,52052100,42993,Carmen
1419,42876,Industrial,Alquiler,Cundinamarca,244,130027600,43180,Joaquín
1420,42876,Oficina,Venta,Meta,169,104087100,42980,Pedro
1421,42877,Industrial,Venta,Cundinamarca,196,158485600,42980,Joaquín
1422,42877,parqueadero,Alquiler,Norte de Santander,282,113223000,43179,Pedro
1423,42878,parqueadero,Alquiler,Meta,280,124040000,43043,Jesús
1424,42878,Local,Alquiler,Cundinamarca,185,158378500,42995,Luisa
1425,42878,parqueadero,Venta,Cundinamarca,63,51615900,43172,Luisa
1426,42879,Casa,Alquiler,Meta,86,46741000,42993,Jesús
1427,42879,parqueadero,Alquiler,Norte de Santander,223,222843900,42995,Carmen
1428,42879,lote,Alquiler,Meta,195,153913500,43010,Luisa
1429,42880,Local,Alquiler,Boyacá,200,104680000,43162,María
1430,42880,Industrial,Venta,Boyacá,63,41643000,43109,Pedro
1431,42880,apartamento,Venta,Cundinamarca,208,179212800,43205,Jesús
1432,42880,lote,Venta,Cundinamarca,54,26443800,42970,Joaquín
1433,42881,Industrial,Alquiler,Meta,273,161097300,43180,Pedro
1434,42882,parqueadero,Venta,Meta,134,57298400,43099,Jesús
1435,42882,Casa,Alquiler,Norte de Santander,80,54800000,43069,Joaquín
1436,42882,Industrial,Venta,Boyacá,175,142835000,43047,Jesús
1437,42882,Industrial,Venta,Cundinamarca,261,143523900,43181,Joaquín
1438,42883,parqueadero,Venta,Boyacá,108,100137600,43141,Carmen
1439,42883,Industrial,Venta,Norte de Santander,233,130666400,43038,Luisa
1440,42883,parqueadero,Venta,Norte de Santander,255,150475500,43039,Luisa
1441,42884,Industrial,Alquiler,Meta,249,211625100,43114,Carmen
1442,42884,Industrial,Venta,Cundinamarca,160,149632000,43228,María
1443,42884,Casa,Alquiler,Meta,73,67225700,43146,Luisa
1444,42884,apartamento,Alquiler,Boyacá,204,95839200,43121,Joaquín
1445,42884,apartamento,Alquiler,Cundinamarca,137,58581200,43126,Luisa
1446,42885,parqueadero,Venta,Meta,54,47098800,43102,María
1447,42886,Oficina,Alquiler,Cundinamarca,96,56707200,43038,Jesús
1448,42886,Oficina,Alquiler,Boyacá,188,157901200,43204,María
1449,42887,apartamento,Alquiler,Norte de Santander,85,70669000,43103,Joaquín
1450,42887,lote,Alquiler,Cundinamarca,69,49969800,42978,Pedro
1451,42888,lote,Venta,Cundinamarca,269,177943500,43238,Jesús
1452,42889,Industrial,Venta,Norte de Santander,70,45500000,43030,Pedro
1453,42890,lote,Alquiler,Boyacá,258,168783600,43184,María
1454,42890,apartamento,Alquiler,Meta,193,160537400,43113,Joaquín
1455,42890,Casa,Venta,Meta,182,104777400,43131,Jesús
1456,42891,Oficina,Venta,Meta,223,219075200,43214,Joaquín
1457,42891,Oficina,Venta,Boyacá,93,49680600,43176,Joaquín
1458,42891,parqueadero,Venta,Norte de Santander,277,169108500,43058,Pedro
1459,42891,Industrial,Venta,Norte de Santander,76,45653200,42997,Joaquín
1460,42892,Oficina,Alquiler,Norte de Santander,228,103945200,43111,Carmen
1461,42892,Local,Venta,Norte de Santander,129,56308500,43087,Jesús
